date,job_title,company,cities,minimum,new_max
11-20,Senior Data Operation Analyst,美国道富,杭州,144000,240000
11-20,Data Analyst,成都天府软件园有限公司,成都,0,0
11-20,"Analyst - Data Analytics, Research",哲奔投资管理咨询（上海）有限公司...,上海,96000,120000
11-20,Business Data Analyst,罗克韦尔自动化制造（上海）有限公...,上海,0,0
11-20,Big Data Analyst,上海才历网络有限公司,上海,200000,300000
11-20,Data Analyst,北京特艺企业管理有限公司,北京,120000,240000
11-20,Data Analyst/大数据分析师_AE,博世汽车部件（苏州）有限公司,苏州,0,0
11-20,(SISW)Data Analyst/数据分析 contractor,西门子工业软件(上海)有限公司(SI...,北京,0,0
11-20,Siemens SOP IT Data Analyst - Beijing（185712）,西门子（中国）有限公司Siemens L...,北京,0,0
11-20,数据分析师 Data Analyst,雅智捷（上海）商贸有限公司,上海,100000,150000
11-20,"Analyst, Global Data & Information Management",仲量联行,北京,120000,180000
11-20,(实习职位）Business Data Analyst/业务数据分析,四海电子（昆山）有限公司,异地招聘,24000,36000
11-20,data analyst intern,施耐德电气中国研发中心 China R&...,上海,0,0
11-20,Data Cleansing Data Analyst,丹佛斯（天津）有限公司 Danfoss ...,天津,200000,250000
11-20,Data Cleansing Data Analyst,丹佛斯自动控制管理（上海）有限公...,上海,240000,300000
11-20,Data Analyst,耐克商业（中国）有限公司,济南,96000,120000
11-20,Data Report Analyst-数据报表分析师,苏州星智达管理咨询有限公司,苏州,54000,72000
11-20,Asia Data Analyst (Pricing),爱美达（深圳）热能系统有限公司,深圳,240000,360000
11-20,Data Management Analyst/ 医药数据管理专员,艾昆纬企业管理咨询（上海）有限公...,大连,72000,96000
11-20,Data Analyst数据分析师,易唯思商务咨询（上海）有限公司,上海,0,0
11-20,Data  Analyst,北京埃顿酒店服务有限公司上海第二...,沈阳,96000,192000
11-20,Data Analyst 数据分析师(粤语),广州尚宸企业管理顾问有限公司,广州,240000,300000
11-20,Data Analyst,恒伟（亚洲）有限公司杭州代表处,杭州,60000,96000
11-20,Data Analyst数据分析师,QIMA(formerly AsiaInspection),深圳,72000,120000
11-20,Manager of Data Scientist Analyst,美国K2软件（中国）,上海,240000,420000
11-20,Marketing Data Analyst,是德科技（中国）有限公司Keysigh...,北京,120000,240000
11-20,数据分析师 Data Account Executive/Data Analyst,上海埃特公关咨询有限公司,上海,72000,96000
11-20,GPM Data Analyst,丹马士环球物流（上海）有限公司,深圳,60000,84000
11-20,高级数据分析师Sr. Data Analyst,安客诚信息服务（上海）有限公司,上海,180000,240000
11-20,数据分析员（Data Analyst）,大连腾微传媒有限公司,大连,48000,60000
11-20,资深数据分析专家（Data Analyst）,聚思鸿信息技术服务Concentrix,西安,180000,240000
11-20,Data Analyst,上海福迈迪工程技术有限公司,沈阳,0,0
11-20,Sales/Data Analyst 销售数据分析,益辉集团,北京,120000,180000
11-20,Senior Data Analyst ID47966,Booking.com缤客,上海,0,0
11-20,国际品牌部数据分析师Data Analyst(J11260),浙江爱仕达电器股份有限公司,上海,120000,240000
11-20,Database analyst and data administrator,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,UFS data analyst specialist,联合利华中国有限公司上海分公司,上海,96000,120000
11-20,Product Sales Data Analyst 数据分析专员  3335930,GE医疗集团,上海,0,0
11-20,Data Standard Analyst,中国国际金融股份有限公司,北京,120000,180000
11-20,数据分析师-Data analyst,绫致时装（天津）有限公司,北京,96000,120000
11-20,Data Analyst,戴尔（中国）有限公司,上海,0,0
11-20,Paypal RnP Quality Analyst（data scientist，dat,亿贝软件工程（上海）有限公司,上海,220000,340000
11-20,Data Analyst / Statistician (Contractor),欧莱雅（中国）有限公司,上海,0,0
11-20,(Sr) Channel Data Excellence Analyst/(资深) 渠道数据优化分析专员,罗氏诊断产品（上海）有限公司,上海,0,0
11-20,数据分析师 Data Analyst,阿科玛（中国）投资有限公司广州分...,广州,54000,72000
11-19,Senior Data Governance Analyst,花旗银行（中国）有限公司,上海,0,0
11-19,Data analyst 数据分析师,华北利星行机械（北京）有限公司,北京,54000,72000
11-19,Excel数据分析员 Excel Data Analyst,家乐福上海 Shanghai,上海,0,0
11-19,Data Analyst (12 months),阿斯利康药业（中国）有限公司,无锡,0,0
11-19,Fund Data Research Analyst/基金数据分析员,晨星资讯（深圳）有限公司,深圳,60000,84000
11-19,Senior Data Analyst,Veeva Systems Inc,大连,54000,72000
11-19,Process management Data Analyst 数据分析,上海利唐信息科技有限公司,上海,84000,168000
11-19,Asia Data Analyst (Pricing),宝德塑胶金属零部件（深圳）有限公...,深圳,240000,360000
11-19,Test Technician（Data Analyst）,奥托立夫（上海）汽车安全系统研发...,上海,54000,72000
11-18,International Business Data Analyst,德力西电气有限公司,上海,84000,156000
11-18,数据分析师 Data Analyst,成都摩奇创造信息技术有限公司,成都,96000,180000
11-18,Data Analyst,瑞表企业管理（上海）有限公司,上海,120000,180000
11-18,校园招聘Statistical  / Data  / Marketing Analyst,美库尔商务信息咨询有限公司,南京,72000,96000
11-18,资深数据分析师 Senior Data Analyst,上海育碧电脑软件有限公司,上海,0,0
11-18,Data Analyst (Contractor),AstraZeneca Global Commercial O...,上海,72000,96000
11-18,Data Business Analyst,英诺瑞新科技发展（大连）有限公司...,大连,120000,180000
11-18,Senior Data Analyst 高级数据分析师,上海唯都市场营销策划股份有限公司...,上海,120000,180000
11-18,Business Data Analyst,安波福中央电气（上海）有限公司,上海,0,0
11-16,数据分析师 / Data Analyst,克里赛尔易莱纳信息技术（杭州)有...,杭州,100000,150000
11-16,数据分析员(贷后资产保全) Data Analyst (Collection),东风日产汽车金融有限公司,上海,0,0
11-15,Senior IT Data Analyst 高级数据分析师,全球国际货运代理（中国）有限公司...,上海,96000,144000
11-15,Q&S Data Analyst (006263),广州和睦家医院有限公司,异地招聘,24000,48000
11-15,Data Analyst Manager,聚思鸿信息技术服务（大连）有限公...,大连,180000,300000
11-15,Data Analyst (Social Media),绿色和平（北京）环境咨询有限公司...,北京,120000,180000
11-15,Sales/Data Analyst 销售数据分析,北京世邦魏理仕物业管理服务有限公...,北京,120000,156000
11-15,JD00510000012 Data Analyst 数据分析师,颐亿信息技术（上海）有限公司,上海,108000,240000
11-14,Data Analyst（供应链方向）,北京外企德科人力资源服务上海有限...,上海,144000,216000
11-14,数据分析师 data analyst 北京 上海,久远谦长（上海）企业管理咨询有限...,上海,120000,300000
11-14,BI Data & Reporting Analyst,不凡帝范梅勒糖果（中国）有限公司...,上海,0,0
11-13,Senior Data Analyst - Digital Factory - Risk Advisory - CQ GDC,德勤华永会计师事务所（特殊普通合...,重庆,0,0
11-12,Sr. Forecast & Data Analyst-102254BR,赛默飞世尔科技（中国）有限公司,北京,0,0
11-11,Data Analytical Analyst,上海药明康德新药开发有限公司,上海,240000,300000
11-11,salesforce admin & data analyst,卓缤科技设备（昆山）有限公司,上海,96000,180000
11-11,Data analyst,仁卅信息科技（上海）有限公司,上海,72000,96000
11-11,Data Analyst-数据分析师,大连凯沃企业管理咨询有限公司,大连,120000,180000
11-09,LRMarine - Data Analyst for North Asia Service Del,劳氏船级社（中国）有限公司,上海,120000,180000
11-09,Master Data Steward/Analyst,AkzoNobel 阿克苏诺贝尔 - Indust...,异地招聘,0,0
11-08,Big data business analyst,源讯信息技术（中国）有限公司,北京,180000,240000
11-08,Data Analyst,高知特信息技术（上海）有限公司 ...,上海,230000,330000
11-07,Data Acquisition Analyst_outsource(J13273),上海康德弘翼医学临床研究有限公司...,上海,72000,96000
11-05,"Data Analyst, APAC",隐适美中国 Invisalign,上海,0,0
11-04,Data Analyst,默克化工技术（上海）有限公司,上海,200000,350000
11-03,Data Analyst Engineer,HCL Technologies (Shanghai) Lim...,上海,240000,336000
11-02,Demand Planning and Sales Data Analyst,普印力商贸（上海）有限公司,上海,96000,120000
10-30,Master Data Analyst/ 主数据处理,AkzoNobel 阿克苏诺贝尔 - Automo...,苏州,96000,120000
10-30,Data Analyst(偏开发),深圳虾皮信息科技有限公司上海分公...,上海,120000,240000
10-29,数据分析师Data Analyst,大华银行（中国）有限公司,上海,360000,480000
10-28,Sales Data Analyst,杭州韦创立商务咨询有限公司,北京,108000,180000
10-24,情报分析 / Data Analyst,上海灼尔企业管理咨询有限公司,上海,180000,240000
10-19,互联网数据分析师 （Digital Data Analyst）,上海讯实网络科技有限公司,上海,120000,180000
10-16,Data Analyst 数据分析员,北京科诺思通咨询有限公司,上海,120000,180000
10-16,IT Big Data  Analyst 大数据分析师(J20204),捷信消费金融BTA,天津,120000,180000
10-14,Collection Data Analyst(J22363),捷信消费金融AH,天津,96000,120000
10-12,数据分析师 Data Analyst,奥美集团,上海,180000,240000
10-10,Sr. Data Analyst,赛诺菲中国,北京,0,0
09-30,Data analyst-Intern,欧时电子元件（上海）有限公司,上海,180,0
09-30,数据分析 Data analyst,贝克休斯（中国）油田技术服务有限...,北京,96000,120000
09-23,数据分析师/Data analyst Junior,道更信息技术（上海）有限公司,上海,96000,144000
09-23,Data Analyst/高级数据分析师,慕韬志悦企业管理咨询（上海）有限...,上海,144000,216000
11-20,Logistics Analyst 物流专员,纽威日用品（上海）有限公司,上海,84000,96000
11-20,Senior System Analyst 高级系统分析员,威富服饰（中国）有限公司广州分公...,广州,264000,312000
11-20,IT Infrastructure (Senior Analyst),利丰贸易服务（上海）有限公司,上海,0,0
11-20,Clinical Data Manager 临床数据管理,上海德琪医药科技有限公司,上海,300000,400000
11-20,"Media Analyst, Greater China",Meltwater Group,上海,18,0
11-20,"HRIS Business Analyst, AP",广州惠亚商务科技有限公司,广州,180000,240000
11-20,IT Business Analyst 业务分析师,广州市宝绅科技应用有限公司,广州,216000,300000
11-20,Data Specialist,上海意略明数字科技股份有限公司,上海,96000,120000
11-20,Consultant/Analyst 咨询顾问/分析师,柯莱恩（上海）管理咨询有限公司,上海,120000,360000
11-20,Analyst（上海）,美世,上海,0,0
11-20,FP&A Analyst,拉尔夫劳伦贸易（上海）有限公司,上海,120000,180000
11-20,Program Analyst,英特尔（中国）有限公司北京分公司...,深圳,120000,240000
11-20,"Senior Analyst, Analytic Consulting Sports ID50383",广州尼尔森市场研究有限公司,北京,0,0
11-20,Credit Analyst信用分析员-美资500强,派克汉尼汾流体传动产品（上海）有...,上海,0,0
11-20,需求工程师 Business Analyst ID45994,ECCO爱步中国,上海,0,0
11-20,Sales Analyst,美敦力中国,上海,0,0
11-20,Web软件开发//Technical Business Analyst - 1年合同,Summergate 美夏酒业,上海,168000,180000
11-20,Consultant /Freelancer Consultant /Senior Analyst,灵麦（上海）国际贸易有限公司,上海,200000,500000
11-20,Business Analyst 全球数据分析员 -天弘GBS（苏州）,天弘（苏州）财务咨询有限公司,苏州,96000,120000
11-20,财务分析/Financial Analyst,凯西医药咨询（上海）有限公司,上海,120000,180000
11-20,Customer analyst,哈曼（中国）科技有限公司,丹东,72000,96000
11-20,Business Analyst,爱利思达生物化学品(上海)有限公司...,上海,18000,24000
11-20,Commercial Analyst-Digital,碧辟（中国）投资有限公司,上海,0,0
11-20,Customer Operations Analyst客户运作分析员,世纪冠航国际货运代理（深圳）有限...,深圳,108000,156000
11-20,ITP Analyst财务分析员,嘉吉投资（中国）有限公司南京分公...,南京,0,0
11-20,Data Marketing Exe.（Media）,资生堂（中国）投资有限公司,上海,96000,120000
11-20,The Business Intelligence Analyst-全球供应链,精量电子（深圳）有限公司,深圳,240000,300000
11-20,"Sr. Analyst, Logistic-EC ID41855",COACH SHANGHAI LIMITED 蔻驰贸易...,上海,0,0
11-20,Financial Analyst 财务分析,上海浦东保时捷汽车销售服务有限公...,上海,120000,240000
11-20,Security Analyst,Green Dot Corporation,上海,180000,264000
11-20,资金专员 Treasury Analyst,哈曼（中国）投资有限公司,上海,120000,180000
11-20,Clinical Data Manager I/Clinical Data Coordinator,百济神州（北京）生物科技有限公司...,武汉,0,0
11-20,轮胎性能分析工程师（Product performance analyst）,米其林（中国）投资有限公司,上海,0,0
11-20,Financial Analyst,美光半导体咨询(上海)有限责任公司...,西安,0,0
11-20,2020 Campus – Trade Analyst,戴尔（中国）有限公司,厦门,0,0
11-20,Analyst 分析师 咨询部,上海高力物业顾问有限公司,上海,84000,120000
11-20,Analyst (Asia Oil Markets),ICIS China安迅思,广州,72000,96000
11-20,临床数据分析专员/DM/Data Manager,君岳医药科技（上海）有限公司,上海,60000,84000
11-20,Senior research analyst,捷帕企业管理咨询（上海）有限公司...,上海,144000,240000
11-20,Business Analyst(需求工程师),NTT DATA（中国）有限公司,沈阳,84000,156000
11-18,"并购融资分析师, Analyst",汇丰环球客户服务(广东)有限公司,广州,120000,240000
11-20,Regional Senior Financial Analyst CSM,罗克韦尔自动化(中国)有限公司,上海,0,0
11-20,Lead Application Analyst(SAP) / 主管系统分析师,摩恩（常熟）厨卫制品有限公司,异地招聘,0,0
11-20,Quality Analyst,上海驱杰商务信息咨询有限公司,上海,96000,120000
11-20,Sales Analyst,好时食品国际贸易（上海）有限公司...,上海,0,0
11-20,PFS-Purchasing Analyst,杜尔集团-杜尔涂装系统工程（上海...,上海,0,0
11-20,Senior controlling analyst/财务分析专员_TT,博世（中国）投资有限公司,上海,0,0
11-20,Financial Analyst,XPO物流 - 总部,上海,240000,276000
11-20,Merchandising Analyst,潘多拉珠宝（上海）有限公司,上海,96000,216000
11-20,PFS-Purchasing Analyst,杜尔涂装系统工程（上海）有限公司...,上海,0,0
11-20,Ass.Director of Data Management,和铂医药（上海）有限责任公司,上海,480000,600000
11-20,Responsible Sourcing Analyst,太吉采购信息咨询（上海）有限公司...,深圳,84000,144000
11-20,Data Bank Senior Supervisor(J10966),斯凯奇贸易（上海）有限公司,上海,120000,180000
11-20,"Analyst, Project",东莞利威鞋业有限公司,东莞,72000,96000
11-20,Senior Business Analyst(SHA01094),嘉吉投资（中国）有限公司 Cargil...,上海,0,0
11-20,Finance Process Analyst财务流程分析,液化空气中国 Air Liquide China,上海,144000,192000
11-20,Sr. Data & Cataloging Specialist 产品数据,德尔福科技-售后服务部-上海研发中...,上海,180000,240000
11-20,CSL Optimization Analyst-优化分析专员,空气化工产品（中国）投资有限公司...,上海,0,0
11-20,Business Analyst(001333),康宝莱（中国）保健品有限公司上海...,上海,0,0
11-20,IT Business Analyst,上海凯熙信息技术有限公司,上海,216000,240000
11-20,Business System Analyst,英斯特朗（上海）试验设备贸易有限...,上海,0,0
11-20,Transportation Analyst,卡特彼勒（徐州）有限公司,徐州,96000,120000
11-20,Business and Financial Analyst,普德赋（杭州）商务咨询有限公司,杭州,96000,192000
11-20,Marketing Analyst市场调研员,苏州宜家家居有限公司,苏州,0,0
11-20,Trade Analyst,以星综合航运（中国）有限公司深圳...,深圳,72000,96000
11-20,CF-Financial Analyst,卡尔蔡司（上海）管理有限公司,上海,0,0
11-20,"Analyst, Origin Replenishment - 2 year contractor",Walmart Global Sourcing,上海,96000,120000
11-20,IT Analyst,信必优(深圳)信息技术有限公司,广州,120000,180000
11-20,Health Informatics Analyst (MJ001091),上海嘉会国际医院有限公司,上海,180000,240000
11-20,Financial Analyst 财务分析员,上海希奥睿国际贸易有限公司,上海,120000,168000
11-20,Business Analyst (General Insurance),北京伯凯科技有限公司,北京,120000,180000
11-20,"HRIS Business Analyst, AP",皆利士多层线路版（中山）有限公司...,异地招聘,180000,240000
11-20,"Analyst, Logistics, CF, GC, SPE-海关事务专员",沙伯基础创新塑料(中国)有限公司,上海,0,0
11-20,量化分析师（Quant Analyst),衍升科技（上海）有限公司,上海,240000,300000
11-20,IT Business Analyst 需求分析/系统分析（美资）,广州艾微肯企业管理咨询有限公司,深圳,120000,180000
11-20,Senior BI Analyst(005IDB),施耐德电气（中国）有限公司,北京,0,0
11-20,Business Analyst-需求分析,IBM China Global Delivery Cente...,上海,180000,360000
11-20,IT Applications Analyst 信息技术应用分析员,惠灵顿（中国）,上海,120000,192000
11-20,"Sr Analyst, Global Logistics (9-month) 物流分析师",沃尔玛 Wal-Mart Stores Inc.(Glo...,深圳,132000,180000
11-20,Business Analyst（CRM）,连卡佛百货商贸（上海）有限公司,上海,120000,156000
11-20,Senior Procurement Analyst,盛世长城国际广告有限公司,广州,84000,144000
11-20,Sales Analyst 销售分析,马斯达（上海）企业管理咨询有限公...,上海,120000,180000
11-20,Sales analyst,dyson,上海,96000,120000
11-20,Business Analyst,唯泰精品购物村（上海）有限公司,上海,180000,240000
11-20,"Analyst, Financial - Lead",库博标准 Cooper Standard Automo...,上海,240000,300000
11-20,Item Data Management Specialist,家得宝投资管理（上海）有限公司,上海,0,0
11-20,PPC/SEM Analyst,瀚与翼（上海）商务咨询有限公司,上海,96000,180000
11-20,Category analyst Outsourcing,ARRIS China艾锐势中国,深圳,96000,120000
11-20,IT Operation Analyst,华领医药技术（上海）有限公司,上海,120000,180000
11-20,高级研究分析师(Sr. Research Analyst),上海璞锐公关策划咨询有限公司,上海,120000,240000
11-20,Business Analyst/Developer,苏州维信电子有限公司,苏州,120000,180000
11-20,Operation Analyst 运营专员(J10037),德比软件（上海）有限公司,上海,72000,96000
11-20,Sr Clinical Data Coordinator临床数据管理,艾昆纬医药科技（上海）有限公司,南京,96000,144000
11-20,采购分析 供应链分析 Sourcing Analyst Supply Chain,上海帝博企业管理咨询有限公司,异地招聘,150000,250000
11-20,Financial Analyst 财务分析师,上海海斯特叉车制造有限公司,上海,80000,120000
11-20,Programmer/Analyst Programmer (Java),欧图（东莞）企业管理咨询有限公司...,东莞,108000,144000
11-20,Decision Support CoE Finance Analyst,辉瑞亚太财务共享中心,大连,72000,96000
11-20,Data Analytics Senior Manager,辉瑞制药有限公司,异地招聘,360000,480000
11-20,Clinical data  Management 临床数据管理,辉瑞（中国）研究开发有限公司,上海,180000,240000
11-20,Financial analyst (Out-sourced),苏伊士水务技术（无锡）有限公司,无锡,0,0
11-20,Senior Risk Analyst 资深风险分析,上海莫仕连接器有限公司,上海,0,0
11-20,Data Scientist - Modelling & Analytics,央视市场研究股份有限公司,北京,240000,480000
11-20,Senior Financial Analyst,博柏利（上海）贸易有限公司(Burb...,上海,180000,240000
11-20,Pricing Analyst 定价分析专员,奇华顿日用香精香料（上海）有限公...,上海,13200,13200
11-20,Connected Vehicle Products Operations Analyst,福特汽车（中国）有限公司,上海,0,0
11-20,PD Learning & Development Analyst,福特汽车工程研究(南京)有限公司,南京,0,0
11-20,Senior Pricing Analyst,威乐(中国)水泵系统有限公司,北京,240000,420000
11-20,Senior Consultant - Business Analyst,毕马威全球商务服务（广东）有限公...,佛山,120000,240000
11-20,Business Analyst,拓领环球货运代理有限公司,上海,120000,180000
11-20,Business Analyst,Bureau Veritas 必维申美商品检测...,上海,120000,180000
11-20,Financial Analyst (1 year contractor),罗技（中国）科技有限公司,上海,96000,120000
11-20,Senior ERP System Analyst,必维集团 CIF China,上海,300000,360000
11-20,Data Support Specialist,软视视频软件（杭州）有限公司,杭州,72000,108000
11-20,Business Analyst/高级财务分析,Bureau Veritas 深圳必维华法商品...,广州,0,0
11-20,Senior FP&A Analyst,盈凡电气产品（青岛）有限公司,青岛,150000,200000
11-20,Planning Analyst 数据分析员,阿乐斯绝热材料（广州）有限公司,广州,72000,96000
11-20,Supply Chain Analyst 供应链数据分析,森萨塔科技（常州）有限公司,常州,0,0
11-20,IT technical analyst (技术支持/硬件方向）,UL中国,上海,84000,144000
11-20,Finance Analyst 财务分析,马瑞利（中国）有限公司,上海,0,0
11-20,Tax Analyst,必胜清洁用品（深圳）有限公司,深圳,100000,150000
11-20,Finance analyst(181201),矢崎（中国）投资有限公司,上海,96000,120000
11-20,Finance Analyst,阿特拉斯·科普柯（上海）贸易有限...,上海,96000,120000
11-20,SAP Analyst Consultant - SCM/MM/SD/PP,迪卡侬亚太IT中心（decathlon）,上海,0,0
11-20,IT Application Business Analyst,特雷克斯（常州）机械有限公司,常州,0,0
11-20,Data Engineer,米其林（中国）投资有限公司,上海,280000,380000
11-20,Data Platform Archi,保时捷（中国）汽车销售有限公司,上海,0,0
11-20,QC Microbiology Analyst,苏州博腾生物制药有限公司,苏州,36000,60000
11-20,Consumer Research Analyst(Optometry),上海依视路光学有限公司,上海,120000,180000
11-20,Financial Analyst,珠海荟信科技有限公司,珠海,120000,600000
11-20,Procurement Analyst采购专员,利洁时家化（中国）有限公司,东莞,80000,110000
11-20,"Senior Business Finance Analyst, APAC (FP&A)",亨斯迈化工贸易（上海）有限公司,上海,200000,300000
11-20,Strategic Sourcing Analyst,广州市泰能人力资源咨询有限公司,上海,150000,250000
11-20,Business Analyst,柯艾国际商贸（上海）有限公司,上海,0,0
11-20,Business Analyst / 业务分析专员,永恒力叉车（上海）有限公司,上海,96000,120000
11-20,HRIS Business Analyst,艾默生科技资源（西安）有限公司,西安,60000,96000
11-20,Chemical Analyst化学分析师,苏州爱美津制药有限公司,苏州,72000,96000
11-20,Business Intelligence Analyst,乐高玩具上海,上海,120000,240000
11-20,Software Analyst / PLC Developer,萨伊感应设备（上海）有限公司,上海,120000,180000
11-20,Pricing Analyst,优品精密橡胶零件（东莞）有限公司...,东莞,72000,144000
11-20,International Marketing Analyst,宁波赫尔比农业科技有限公司,宁波,72000,96000
11-20,Finance Analyst 3272209,GE发电集团,杭州,0,0
11-20,Cash Management Analyst 3271790,通用电气（中国）能源发展有限公司...,上海,0,0
11-20,Manufacturing Operations Finance Analyst 3348581,GE航空集团,异地招聘,0,0
11-20,Project Control Analyst 3373087,GE可再生能源,天津,0,0
11-20,Cash Management Analyst 3351116,GE全球运营,上海,0,0
11-20,数据助理 / Data Assistant,益辉科技（中国）有限公司,北京,96000,120000
11-20,IT Analyst - Fin/HR/Legal,联合利华（中国）有限公司,上海,200000,300000
11-20,Business Analyst (TMT)-Risk Assurance_SH,PwC 普华永道,上海,0,0
11-20,Global Supply Chain Analyst,Hewlett Packard Enterprise,北京,150000,200000
11-20,Sales Analyst  销售分析,福缔汽车（太仓）有限公司,太仓,72000,96000
11-20,Event Executive (Data & Reporting),北京诺华制药有限公司 Beijing No...,上海,120000,180000
11-20,Pricing/Rebate Analyst(72252581),ABB（中国）有限公司,北京,0,0
11-20,Associate BRM Policy Analyst,美银宝网络信息服务（上海）有限公...,上海,220000,250000
11-20,(Senior)Data Analytic Manager,渣打银行（中国）有限公司,上海,0,0
11-20,"IT Business Analyst, Market to Order",飞利浦（中国）投资有限公司 Phil...,上海,360000,480000
11-20,Statistical Programmer Analyst,罗氏（中国）投资有限公司,上海,120000,360000
11-20,临床数据分析Data Manager,上海罗氏制药有限公司上海总部,上海,96000,240000
11-19,行政&市场数据分析主管Admin&Data Analysis-00358,中欧国际工商学院,上海,168000,216000
11-19,Procurement COE Analyst,优时比贸易（上海）有限公司,上海,180000,240000
11-19,Senior Business Analyst,湛熙企业管理咨询（上海）有限公司...,北京,240000,420000
11-19,Senior Statistic Analyst,缔脉生物医药科技（上海）有限公司...,上海,120000,240000
11-19,QA Analyst / QA分析,EA 艺电计算机软件（上海）有限公...,上海,0,0
11-19,外资旅行社招数据分析经理/Data Analysis,上海科之锐人才咨询有限公司,上海,180000,240000
11-19,(Sr.) IT System Analyst,佛山光寰贸易有限公司,佛山,120000,360000
11-19,Billing Operation Analyst,亿贝管理（上海）有限公司,上海,120000,180000
11-19,"Application Systems Analyst, IT",英威达管理（上海）有限公司,上海,0,0
11-19,Payments Analyst/临床助理-付款方向（北京/上海）,爱恩康临床医学研究（北京）有限公...,上海,180000,240000
11-19,Commercial Analyst,日邮物流（中国）有限公司,上海,144000,240000
11-19,Accounting/Procurement Analyst(Vietnamese越南语),花旗金融信息服务（中国）有限公司...,大连,0,0
11-19,PTA Analyst,碧辟（中国）投资有限公司,上海,0,0
11-19,"Analyst, Tenant Representation",莱坊国际Knight Frank (Shanghai)...,广州,120000,180000
11-19,Clinical Data Manager临床数据管理,盈帆达医药咨询（上海）有限公司,北京,180000,240000
11-19,IT Business Analyst,丹尼尔惠灵顿贸易（深圳）有限公司...,深圳,180000,300000
11-19,Regional VCoF Project Analyst,菲立斯泛优信企业管理咨询（上海）...,上海,100000,150000
11-19,分析师 程序员(Analyst  ),珠海市横琴博贤智能科技有限公司,珠海,120000,240000
11-19,Supply Planning Analyst,万杰成礼品（深圳）有限公司,深圳,120000,180000
11-19,阿里电商Data Analysis,上海点正互联网科技有限公司,上海,96000,180000
11-19,Business Analyst 财务分析员,斯伦贝谢（中国）投资有限公司,上海,150000,250000
11-19,Business Analyst -商务分析专员 -上海,美国泰利福医疗Teleflex Medical,上海,84000,108000
11-19,Pricing Analyst,上海罗宾升国际货运有限公司,深圳,120000,240000
11-19,Overseas Marketing Analyst(002864)(002866),深圳当纳利印刷有限公司,深圳,96000,120000
11-19,Cost Analyst,福田采埃孚轻型自动变速箱（嘉兴）...,嘉兴,84000,156000
11-19,（Sr）FP&A Analyst (三方）,吉利德（上海）医药科技有限公司,上海,120000,180000
11-19,Junior Marine Business Analyst Intern,佐敦涂料（张家港）有限公司,上海,125,0
11-19,Supplier Quality Analyst,惠而浦（中国）投资有限公司,深圳,54000,72000
11-19,Business Analyst,海德堡印刷设备(北京)有限公司上海...,上海,0,0
11-19,Product Pricing Analyst-产品价格分析师,泰科电子（上海）有限公司,上海,120000,180000
11-19,供应链分析专员 SCM Analyst,奥托立夫（上海）管理有限公司,上海,96000,120000
11-19,AR Analyst 应收会计,都福企业管理（上海）有限公司,上海,0,0
11-19,Business Analyst/业务分析,实用动力（上海）商贸有限公司,上海,60000,240000
11-19,Business Analyst 业务分析,麦朗（上海）医疗器材贸易有限公司...,上海,0,0
11-19,(Sr.) SFE Analyst 销售绩效分析专员,西门子医疗系统有限公司,上海,18,0
11-19,(Associate) Finance Analyst,雅培中国,上海,54000,72000
11-19,(ID215752) Customs Analyst,上海任仕达人才服务有限公司,上海,120000,180000
11-19,Finance Analyst/Accountant/财务分析员/会计,百邦国际贸易（上海）有限公司,上海,150000,200000
11-18,Consulting Analyst 初级行业研究顾问,灼识投资咨询（上海）有限公司,上海,120000,180000
11-18,QC Analyst QC分析员,上海爱的发制药有限公司,上海,60000,96000
11-18,Data & Analytics Manager,北京恒美广告有限公司上海分公司,上海,120000,180000
11-18,Senior Business Analyst,携程旅行网国际业务,上海,216000,264000
11-18,Systems Analyst,安森美半导体（深圳）有限公司,深圳,180000,240000
11-18,初级证券基金分析员 -Junior Securities Analyst,南京凯达兰信息咨询有限公司,南京,60000,78000
11-18,Data Management Leader(DML),PPC佳生,上海,180000,360000
11-18,Knowledge Center Accounts Payable Analyst,德迅（中国）货运代理有限公司,上海,100000,140000
11-18,VICE PRESIDENT / DIRECTOR - INVESTMENT RESEARCH ANALYST (HEALTHCARE FOCUS),NAN FUNG DEVELOPMENT LTD,异地招聘,480000,1200000
11-18,ERP System Analyst,Bureau Veritas 深圳必维华法商品...,深圳,120000,180000
11-18,Competitive Intelligence Analyst,上海药明生物技术有限公司,上海,120000,180000
11-18,Supply Chain Analyst,邦翼航空设备（上海）有限公司,上海,120000,204000
11-18,Microbial Analyst 微生物分析员,康宝莱（江苏）保健品有限公司,南京,72000,84000
11-18,Finance Analyst,通用电气航空（苏州）有限公司,苏州,96000,144000
11-18,IT Analyst,马士基（中国）有限公司,广州,96000,180000
11-18,Helpdesk( Service Desk Analyst),缤特力通讯科技(苏州)有限公司,北京,84000,144000
11-18,美国气体工业制造商GA Analyst _ RTR（外包）,万宝盛华企业管理咨询（上海）有限...,南京,93600,102000
11-18,"Sr. Analyst, HRIS",美国力特集团,上海,0,0
11-18,Sourcing Analyst,弗思蒂商务咨询（深圳）有限公司,异地招聘,180000,240000
11-18,报价专员 Cost Analyst,科络普线束技术（昆山）有限公司,昆山,80000,100000
11-18,"System Analyst, SAP Basis",龙灯中国,异地招聘,0,0
11-18,日语 Business Analyst,甲骨文（中国）软件系统有限公司,大连,0,0
