date,job_title,company,cities,minimum,new_max
11-20,生物信息工程师,上海百趣生物医学科技有限公司,上海,72000,102000
11-20,高级SAS统计编程员,诺思格（北京）医药科技股份有限公...,合肥,120000,216000
11-20,初级SAS统计编程员,诺思格（北京）医药科技股份有限公...,合肥,60000,96000
11-20,临床数据管理专员（2019年毕业生）,诺思格（北京）医药科技股份有限公...,上海,60000,80000
11-20,临床试验数据统计师,诺思格（北京）医药科技股份有限公...,武汉,96000,240000
11-20,临床试验数据统计师,诺思格（北京）医药科技股份有限公...,上海,120000,240000
11-20,临床数据管理员,诺思格（北京）医药科技股份有限公...,上海,60000,100000
11-20,初级SAS统计编程员,诺思格（北京）医药科技股份有限公...,南京,60000,96000
11-20,临床试验数据统计师,诺思格（北京）医药科技股份有限公...,成都,96000,240000
11-20,临床试验数据统计师,诺思格（北京）医药科技股份有限公...,北京,96000,240000
11-20,临床试验数据统计师,诺思格（北京）医药科技股份有限公...,南京,96000,192000
11-20,高级数据管理员（DM）,诺思格（北京）医药科技股份有限公...,成都,100000,160000
11-20,高级数据管理员（DM）,诺思格（北京）医药科技股份有限公...,上海,100000,160000
11-20,高级数据管理员（DM）,诺思格（北京）医药科技股份有限公...,武汉,100000,160000
11-20,高级数据管理员（DM）,诺思格（北京）医药科技股份有限公...,南京,100000,160000
11-20,高通量测序技术支持工程师,华银健康集团,广州,60000,120000
11-20,临床数据管理经理/专员,前沿生物药业（南京）股份有限公司...,南京,144000,240000
11-20,Customer Service Representative (B2B),米其林（中国）投资有限公司,上海,130000,155000
11-20,临床实习生,EMS医迈斯电子医疗系统贸易（上海...,北京,300,0
11-20,医学专员（应届生）,浙江同源康医药股份有限公司,上海,120000,180000
11-20,生物信息工程师,上海仁东医学检验所有限公司,异地招聘,120000,180000
11-20,生物信息工程师,上海仁东医学检验所有限公司,西安,156000,192000
11-20,生物信息工程师（应届生）,上海仁东医学检验所有限公司,上海,96000,144000
11-20,遗传咨询师,上海仁东医学检验所有限公司,北京,96000,180000
11-20,遗传咨询师,上海仁东医学检验所有限公司,上海,84000,132000
11-20,医学编辑,上海仁东医学检验所有限公司,上海,96000,180000
11-20,医学编辑,上海仁东医学检验所有限公司,异地招聘,96000,180000
11-20,高级生物信息工程师,上海仁东医学检验所有限公司,上海,180000,300000
11-20,Finance Business Partner,东莞威霸清洁器材有限公司,异地招聘,260000,350000
11-20,Senior AR Accountant 高级应收会计,都福企业管理（上海）有限公司,苏州,0,0
11-20,Specialist Customer Satisfaction,保时捷（中国）汽车销售有限公司,上海,0,0
11-20,生物信息工程师（生产质控与运维）(J13595),明码（上海）生物科技有限公司,上海,72000,120000
11-20,医学部经理,广州迈景基因医学科技有限公司,广州,240000,360000
11-20,临床试验助理/CTA,苏州泽璟生物制药有限公司,昆山,54000,84000
11-20,生物信息工程师,深圳南博屹生物科技有限公司,深圳,96000,144000
11-20,区域临床高级监查员/临床高级监察员（SCRA）,苏州泽璟生物制药有限公司,北京,96000,216000
11-20,法规数据收集-实习生,奥咨达医疗器械服务集团,广州,24000,25200
11-20,临床高级监查员/监察员/SCRA,苏州泽璟生物制药有限公司,成都,120000,240000
11-20,临床监查员/CRA/SCRA,苏州泽璟生物制药有限公司,广州,120000,240000
11-20,临床高级监查员/监察员/SCRA,苏州泽璟生物制药有限公司,郑州,120000,240000
11-20,临床试验数据管理经理 （DM）,苏州泽璟生物制药有限公司,上海,180000,300000
11-20,高级临床QA经理或临床QA经理,苏州泽璟生物制药有限公司,上海,144000,360000
11-20,生物医药信息分析高级专员,上海昂朴生物科技有限公司,上海,96000,144000
11-20,生物技术药学硕士,上海昂朴生物科技有限公司,上海,72000,144000
11-20,生物信息高级专员,上海昂朴生物科技有限公司,上海,96000,144000
11-20,生物信息分析,上海昂朴生物科技有限公司,上海,72000,96000
11-20,生信分析员,上海昂朴生物科技有限公司,上海,96000,120000
11-20,生物信息分析员（可应届生））,上海昂朴生物科技有限公司,上海,54000,72000
11-20,法规数据收集实习生,奥咨达医疗器械服务集团,广州,24000,24000
11-20,数据管理助理,奥咨达医疗器械服务集团,广州,48000,72000
11-20,市场大数据分析,上海翊缃智能科技有限公司,上海,120000,180000
11-20,市场大数据分析,上海翊缃智能科技有限公司,上海,120000,180000
11-20,市场大数据分析,上海微盼智能科技有限公司,上海,96000,120000
11-20,市场大数据分析,上海微盼智能科技有限公司,上海,96000,120000
11-20,Consumer Research Associate 消费者调研专员,利洁时家化（中国）有限公司,上海,150000,200000
11-20,监测员,杭州启明医疗器械股份有限公司,杭州,72000,96000
11-20,"APAC Pricing Manager, Advanced Materials",亨斯迈化工贸易（上海）有限公司,上海,400000,500000
11-20,Study Technician Dose Analysis (制剂分析),科文斯医药研发（上海）有限公司,上海,96000,192000
11-20,实验室报告审核员（QC Reviewer）,科文斯医药研发（上海）有限公司,上海,72000,144000
11-20,生信总监,广州市香雪制药股份有限公司,广州,96000,144000
11-20,生物信息工程师,广州市香雪制药股份有限公司,广州,84000,144000
11-20,技术支持（医学专员）,上海迪飞医学检验实验室有限公司,福州,120000,180000
11-20,技术支持（医学专员）,上海迪飞医学检验实验室有限公司,广州,120000,180000
11-20,技术支持（医学专员）,上海迪飞医学检验实验室有限公司,北京,96000,120000
11-20,医学专员,上海迪飞医学检验实验室有限公司,上海,96000,120000
11-20,临床监查员CRA,北京斯丹姆赛尔技术有限责任公司,重庆,72000,96000
11-20,临床监查员CRA,北京斯丹姆赛尔技术有限责任公司,武汉,72000,108000
11-20,临床监查员CRA,北京斯丹姆赛尔技术有限责任公司,成都,72000,96000
11-20,临床监查员CRA,北京斯丹姆赛尔技术有限责任公司,长沙,72000,96000
11-20,临床数据分析员,江苏鱼跃医疗设备股份有限公司,南京,60000,96000
11-20,FP&A(WD30065597064),江森自控（中国）投资有限公司,上海,96000,180000
11-20,中级生物信息分析工程师,杭州联川生物技术股份有限公司,杭州,96000,120000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,泰安,72000,240000
11-20,实验室收样专员,杭州联川生物技术股份有限公司,杭州,42000,54000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,太原,72000,240000
11-20,初级生物信息分析工程师,杭州联川生物技术股份有限公司,杭州,60000,96000
11-20,研发工程师助理,杭州联川生物技术股份有限公司,杭州,60000,96000
11-20,技术工程师,杭州联川生物技术股份有限公司,杭州,96000,120000
11-20,技术工程师助理,杭州联川生物技术股份有限公司,杭州,54000,72000
11-20,管理培训生（科研销售方向）,杭州联川生物技术股份有限公司,杭州,60000,120000
11-20,管理培训生/储备干部（职能部门）,杭州联川生物技术股份有限公司,杭州,48000,72000
11-20,科研产品经理,杭州联川生物技术股份有限公司,杭州,96000,240000
11-20,初级实验室技术员,杭州联川生物技术股份有限公司,杭州,48000,72000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,异地招聘,72000,240000
11-20,科研服务销售工程师（二代测序）,杭州联川生物技术股份有限公司,杭州,72000,240000
11-20,高级生物信息分析工程师/主管,杭州联川生物技术股份有限公司,杭州,120000,180000
11-20,生信工程师助理,杭州联川生物技术股份有限公司,杭州,54000,72000
11-20,临床SAS程序员,北京复星医药科技开发有限公司,上海,300000,360000
11-20,生物信息工程师,北京贝康医学检验所有限公司,北京,96000,120000
11-20,数据管理员,北京海金格医药科技股份有限公司,北京,72000,96000
11-20,数据管理经理,北京海金格医药科技股份有限公司,北京,96000,144000
11-20,生物统计师,北京海金格医药科技股份有限公司,上海,120000,240000
11-20,药物警戒专员（早期临床PV）,贝达药业股份有限公司,北京,96000,120000
11-20,临床数据管理和统计专员,贝达药业股份有限公司,北京,96000,120000
11-20,临床数据主管,贝达药业股份有限公司,杭州,144000,300000
11-20,临床数据管理专员,贝达药业股份有限公司,杭州,96000,144000
11-20,高级统计程序员,贝达药业股份有限公司,北京,120000,180000
11-20,数据分析师,长沙易杰德信息技术有限公司,长沙,96000,180000
11-20,高级生物统计专员,贝达药业股份有限公司,北京,200000,300000
11-20,法医临床鉴定助理（清远，五险一金+双休）,广州万淋潍生物科技有限公司,清远,36000,54000
11-20,UX Designer ID43758,Booking.com缤客,上海,0,0
11-20,ABB——财务分析,上海合杰人才服务有限公司,厦门,96000,144000
11-20,临床数据管理员(BD),北京远博恒康医药科技有限公司,北京,72000,180000
11-20,诊断技术人员（2020校招入口）(J12094),广州金域医学检验中心（子公司）,广东省,72000,108000
11-20,Senior Finance Specialist (Reporting),乐高玩具上海,上海,120000,240000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,Information systems analysts and consultants,广州赫尔维希亚移民留学咨询有限公...,广州,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,IT Specialist,广州赫尔维希亚移民留学咨询有限公...,异地招聘,240000,480000
11-20,生物统计师（不限城市）,康龙化成（北京）新药技术股份有限...,上海,120000,240000
11-20,统计编程经理,康龙化成（北京）新药技术股份有限...,上海,180000,360000
11-20,仪器验证工程师,康龙化成（北京）新药技术股份有限...,北京,120000,180000
11-20,临床监查员（CRA）,上海生物制品研究所有限责任公司,上海,100000,150000
11-20,医学专员,上海生物制品研究所有限责任公司,上海,150000,200000
11-20,项目经理（项目主管）,上海生物制品研究所有限责任公司,上海,150000,200000
11-20,药物警戒信息员,上海生物制品研究所有限责任公司,上海,80000,100000
11-20,流行病与临床研究,上海生物制品研究所有限责任公司,上海,100000,150000
11-20,国际市场分析专员,宁波赫尔比农业科技有限公司,异地招聘,72000,96000
11-20,Staff Analytics Engineer 3296788,GE航空集团,上海,0,0
11-20,Business Intelligence Engineer 3370114,GE发电集团,上海,0,0
11-20,数字化系统数据分析工程师,联合利华（中国）有限公司,合肥,120000,180000
11-20,化学实验员3P-半年,联合利华（中国）有限公司,上海,58800,60000
11-20,Japan MDM-3P/日本主数据维护-3P,联合利华（中国）有限公司,上海,66000,72000
11-20,Procurement Supervisor-Chemicals(contractor),联合利华中国有限公司上海分公司,上海,120000,180000
11-20,China Market Analytics Leader 3370048,GE医疗集团,北京,0,0
11-20,China Market Analytics Leader 3370048,GE医疗集团,上海,0,0
11-20,资深财务分析员-日语(大连),Hewlett Packard Enterprise,异地招聘,120000,180000
11-20,资深财务分析员-日语(大连),Hewlett Packard Enterprise,大连,120000,180000
11-20,Associate Financial Institution Group,汇丰银行（中国）有限公司,上海,0,0
11-20,数字营销主管,绫致时装（天津）有限公司,北京,120000,240000
11-20,Cybersecurity and Regulation Specialist,ABB（中国）有限公司,北京,0,0
11-20,医学统计师,荣昌生物制药（烟台）有限公司,北京,72000,144000
11-20,APJ Sales Planning & Strategy (Japanese/ SQL),戴尔（中国）有限公司,大连,0,0
11-20,500强Paypal WFM Intern 实习岗,亿贝软件工程（上海）有限公司,上海,160,0
11-20,五百强Paypal Complaints Testing Specialist（英语）,美银宝信息技术（上海）有限公司,上海,150000,180000
11-20,商业客户部客户经理助理,渣打银行（中国）有限公司,南京,0,0
11-20,LCM Specialist(数据分析）,飞利浦（中国）投资有限公司 Phil...,苏州,96000,144000
11-20,Assistant Clinical Trail Manager,飞利浦（中国）投资有限公司 Phil...,异地招聘,0,0
11-20,Assistant Clinical Trail Manager,飞利浦（中国）投资有限公司 Phil...,上海,0,0
11-20,Clinical Affairs Manager,飞利浦（中国）投资有限公司 Phil...,上海,300000,360000
11-20,Clinical Affairs Manager,飞利浦（中国）投资有限公司 Phil...,异地招聘,300000,360000
11-20,Marketing Analytics Manager(Healthcare）,飞利浦（中国）投资有限公司 Phil...,苏州,0,0
11-20,Customer Service Operation Optimization Manager,飞利浦（中国）投资有限公司 Phil...,苏州,0,0
11-20,Junior Marketing Coordinator(contractor),欧莱雅（中国）有限公司,上海,0,0
11-20,全球药品安全临床数据管理专员,杭州默沙东制药有限公司,北京,96000,180000
11-20,临床数据库管理程序员,默沙东（研发）中国有限公司,北京,96000,120000
11-20,Senior Statistical Scientist,罗氏（中国）投资有限公司,上海,180000,360000
11-20,Biometrics Application Developer,罗氏（中国）投资有限公司,上海,400000,600000
11-19,临床研究项目经理,上海艾力斯医药科技有限公司,上海,240000,336000
11-19,临床项目经理,广州缘兴医疗科技有限公司,广州,150000,200000
11-19,资深数据管理项目经理,太美医疗系统,异地招聘,156000,252000
11-19,区域经理,太美医疗系统,异地招聘,204000,360000
11-19,区域经理,太美医疗系统,异地招聘,204000,360000
11-19,统计分析师-南京,太美医疗系统,南京,72000,192000
11-19,统计分析师-嘉兴,太美医疗系统,嘉兴,48000,144000
11-19,统计分析师-上海,太美医疗系统,上海,84000,240000
11-19,统计分析师-北京,太美医疗系统,北京,72000,240000
11-19,统计师-南京,太美医疗系统,南京,144000,240000
11-19,统计师-上海,太美医疗系统,上海,240000,384000
11-19,统计师-嘉兴,太美医疗系统,嘉兴,84000,132000
11-19,数据管理员,太美医疗系统,异地招聘,60000,108000
11-19,统计师-北京,太美医疗系统,北京,180000,300000
11-19,统计分析师-北京,太美医疗系统,北京,84000,240000
11-19,统计分析师-上海,太美医疗系统,上海,276000,468000
11-19,统计分析师-嘉兴,太美医疗系统,嘉兴,48000,144000
11-19,数据运营分析师（12k+双休）,萌牙家电动牙刷,宁波,144000,180000
11-19,中级遗传解读师,赛福基因,苏州,96000,132000
11-19,CPM & Admin Specialist,优时比贸易（上海）有限公司,上海,96000,144000
11-19,Insight Specialist,优时比贸易（上海）有限公司,上海,72000,120000
11-19,Market Insight Manager,优时比贸易（上海）有限公司,上海,250000,400000
11-19,质控培训经理,湛熙企业管理咨询（上海）有限公司...,上海,120000,180000
11-19,高级统计分析师,湛熙企业管理咨询（上海）有限公司...,上海,360000,720000
11-19,高级统计分析师,湛熙企业管理咨询（上海）有限公司...,异地招聘,360000,720000
11-19,数据库经理,湛熙企业管理咨询（上海）有限公司...,上海,480000,600000
11-19,统计编程助理经理,湛熙企业管理咨询（上海）有限公司...,上海,480000,600000
11-19,统计编程助理经理,湛熙企业管理咨询（上海）有限公司...,异地招聘,480000,600000
11-19,全球知名CRO公司   临床数据管理经理,湛熙企业管理咨询（上海）有限公司...,上海,240000,600000
11-19,数据管理经理/总监,湛熙企业管理咨询（上海）有限公司...,异地招聘,240000,600000
11-19,数据管理经理/总监,湛熙企业管理咨询（上海）有限公司...,异地招聘,240000,600000
11-19,数据管理经理/总监,湛熙企业管理咨询（上海）有限公司...,北京,240000,600000
11-19,数据管理经理/总监,湛熙企业管理咨询（上海）有限公司...,异地招聘,240000,600000
11-19,知名国际CRO公司 数据管理经理/高级经理,湛熙企业管理咨询（上海）有限公司...,北京,300000,600000
11-19,产品工程师,上海韦翰斯生物医药科技有限公司,上海,96000,144000
11-19,生物统计师 Biostatistician,缔脉生物医药科技（上海）有限公司...,上海,108000,216000
11-19,医学编码员/Medical Coder,缔脉生物医药科技（上海）有限公司...,上海,120000,192000
11-19,基础数据分析（文字媒体方向）,上海科之锐人才咨询有限公司,上海,72000,84000
11-19,财务分析/财务分析师,上海科之锐人才咨询有限公司,上海,96000,120000
11-19,全栈工程师/软件开发工程师/.NET开发,劳购氏（上海）贸易有限公司(Lowe...,上海,180000,240000
11-19,Business Intelligence-CRM,锦江麦德龙现购自运有限公司（中国...,上海,96000,120000
11-19,临床评价专员,北京迈迪克豪尔医药技术咨询服务有...,北京,180000,300000
11-19,临床研究助理,北京迈迪克豪尔医药技术咨询服务有...,北京,72000,96000
11-19,META分析师,北京迈迪克豪尔医药技术咨询服务有...,北京,156000,216000
11-19,临床医学,北京迈迪克豪尔医药技术咨询服务有...,北京,96000,120000
11-19,临床数据统计师,北京迈迪克豪尔医药技术咨询服务有...,北京,120000,180000
11-19,临床品质管理,北京迈迪克豪尔医药技术咨询服务有...,北京,120000,180000
11-19,临床研究员,深圳市云中飞电子有限公司,深圳,180000,240000
11-19,量化开发实习-2020暑期,奥可纳软件技术（上海）有限公司,异地招聘,0,0
11-19,初级量化开发,奥可纳软件技术（上海）有限公司,上海,0,0
11-19,量化开发实习-2020暑期,奥可纳软件技术（上海）有限公司,异地招聘,0,0
11-19,统计程序员（sas programmer）,广州杰纳医药科技发展有限公司,广州,72000,120000
11-19,统计分析员（sas programmer）,广州杰纳医药科技发展有限公司,中山,60000,96000
11-19,统计分析员（sas programmer）,广州杰纳医药科技发展有限公司,异地招聘,60000,96000
11-19,统计分析员（sas programmer）,广州杰纳医药科技发展有限公司,异地招聘,60000,96000
11-19,临床数据分析员,广州杰纳医药科技发展有限公司,异地招聘,72000,96000
11-19,临床数据分析员,广州杰纳医药科技发展有限公司,异地招聘,72000,96000
11-19,临床数据分析师,广州杰纳医药科技发展有限公司,天津,84000,120000
11-19,临床数据分析员,广州杰纳医药科技发展有限公司,中山,72000,96000
11-19,临床数据分析员,广州杰纳医药科技发展有限公司,广州,72000,96000
11-19,Statistician/生物统计师,爱恩康临床医学研究（北京）有限公...,上海,240000,300000
11-19,高级生信分析研究员,广州市锐博生物科技有限公司,广州,120000,180000
11-19,FP&A（财务分析）,万宝盛华企业管理咨询（上海）有限...,上海,120000,180000
11-19,Java高级开发工程师 Officer,美国道富,杭州,144000,240000
11-19,遗传变异分析师,福建福君基因生物科技有限公司,福州,72000,120000
11-19,Assisting Research Manager,安克创新科技股份有限公司深圳分公...,深圳,216000,336000
11-19,临床监察员,深圳市因诺转化医学研究院,深圳,100000,250000
11-19,产品支持分析师-LN,恩富软件（中国）有限公司,上海,120000,180000
11-19,Biostatistician I / II,盈帆达医药咨询（上海）有限公司,异地招聘,120000,360000
11-19,Biostatistician I / II,盈帆达医药咨询（上海）有限公司,上海,120000,360000
11-19,Statistical Programmer,盈帆达医药咨询（上海）有限公司,异地招聘,24000,36000
11-19,Statistical Programmer,盈帆达医药咨询（上海）有限公司,北京,120000,180000
11-19,数据分析专员（工作地点：宁波）,宁波太平鸟悦尚童装有限公司,异地招聘,80000,100000
11-19,数据分析专员（工作地点：宁波）,宁波太平鸟悦尚童装有限公司,宁波,80000,100000
11-19,临床工程师助理（高薪诚聘/提供免费住房）,广州葵美医疗器械技术咨询有限公司...,广州,66000,84000
11-19,高级财务分析员,藤兴工业有限公司,苏州,120000,240000
11-19,Marketing Analytics Manager,美库尔商务信息咨询有限公司,上海,300000,400000
11-19,Analytics - Manager,美库尔商务信息咨询有限公司,上海,300000,400000
11-19,生物信息分析工程师,南京实践医学检验有限公司,南京,60000,240000
11-19,生物信息工程师,南京实践医学检验有限公司,南京,60000,180000
11-19,技术支持专员,南京实践医学检验有限公司,南京,48000,216000
11-19,临床学术支持专员,南京实践医学检验有限公司,南京,48000,216000
11-19,学术专员,南京实践医学检验有限公司,南京,48000,216000
11-19,市场部学术专员,南京实践医学检验有限公司,南京,48000,96000
11-19,战略分析实习生,埃梯梯精密机械制造（无锡）有限公...,上海,176,0
11-19,Assistant Planner,万杰成礼品（深圳）有限公司,深圳,96000,120000
11-19,临床协CRO,北京市捷瑞嘉科技有限责任公司,北京,48000,72000
11-19,临床协调员,北京市捷瑞嘉科技有限责任公司,北京,84000,240000
11-19,高级研究顾问/研究经理,上海点正互联网科技有限公司,上海,180000,300000
11-19,法语基金数据分析员,晨星资讯（深圳）有限公司,深圳,72000,96000
11-19,"Project Manager, Asia Commercial",上海罗宾升国际货运有限公司,上海,180000,300000
11-19,医学统计顾问,无锡慧方科技有限公司,无锡,24000,120000
11-19,医学统计顾问,无锡慧方科技有限公司,异地招聘,24000,120000
11-19,医学统计顾问,无锡慧方科技有限公司,广州,24000,120000
11-19,医学统计顾问,无锡慧方科技有限公司,北京,24000,120000
11-19,SAS程序员,无锡慧方科技有限公司,福州,96000,180000
11-19,生物统计师,无锡慧方科技有限公司,福州,60000,240000
11-19,生物统计师,无锡慧方科技有限公司,异地招聘,60000,240000
11-19,SAS程序员,无锡慧方科技有限公司,无锡,96000,180000
11-19,生物统计师,无锡慧方科技有限公司,无锡,60000,240000
11-19,数据分析师-航空业,万宝盛华企业管理咨询（上海）有限...,北京,120000,240000
11-19,数据分析（6-12个月项目制）,万宝盛华企业管理咨询（上海）有限...,上海,96000,120000
11-19,财务数据分析/财务助理,万宝盛华企业管理咨询（上海）有限...,长沙,72000,96000
11-19,分析/咨询师,融奕数智科技（深圳）有限公司,南京,180000,240000
11-19,180939 IT经理,宁波诺丁汉大学,异地招聘,220000,275000
11-19,180939 IT经理,宁波诺丁汉大学,异地招聘,220000,275000
11-19,Projects Controller,法可赛集团,太仓,0,0
11-19,数据挖掘（开发工程师）,易居企业（中国）集团有限公司,上海,120000,180000
11-19,应收会计,上海利唐信息科技有限公司,上海,120000,144000
11-19,临床数据管理副总监,恒瑞医药-上海盛迪医药有限公司,异地招聘,360000,480000
11-19,资深数据管理员DM,杭州泰格医药科技股份有限公司,北京,120000,180000
11-19,数据经理/主管（望吉）,杭州泰格医药科技股份有限公司,杭州,120000,240000
11-19,生物信息工程师,江苏先声医学诊断有限公司,南京,100000,300000
11-19,高级实验室技师,碧豫药业有限责任公司,郑州,72000,120000
11-19,数据分析师,武汉金豆医疗数据科技有限公司,武汉,120000,180000
11-19,临床数据专员,武汉金豆医疗数据科技有限公司,武汉,72000,120000
11-19,数据管理经理,武汉宏韧生物医药科技有限公司,武汉,100000,300000
11-19,SAS  Programmer,武汉宏韧生物医药科技有限公司,武汉,80000,150000
11-19,助理统计师,南京华威医药科技集团有限公司,南京,96000,120000
11-19,SAS程序员,南京华威医药科技集团有限公司,南京,72000,96000
11-19,质检员-IT,上海倍通数据集团,大连,36000,48000
11-19,16402-数据管理经理,四川科伦药物研究院有限公司,异地招聘,0,0
11-19,16402-数据管理经理,四川科伦药物研究院有限公司,异地招聘,0,0
11-19,16402-数据管理经理,四川科伦药物研究院有限公司,成都,0,0
11-19,16402-数据管理经理,四川科伦药物研究院有限公司,成都,0,0
11-19,16703-数据管理总监,四川科伦药物研究院有限公司,成都,0,0
11-19,Finance Business Partner,都福企业管理（上海）有限公司,上海,0,0
11-19,AR Manager,都福企业管理（上海）有限公司,苏州,0,0
11-19,US (Sr.) Clinical Application Specialist 成都,西门子医疗系统有限公司,成都,120000,180000
11-19,US (Sr.) Clinical Application Specialist 超声诊断,西门子医疗系统有限公司,上海,0,0
11-19,M&S BP Manager Shanghai,西门子医疗系统有限公司,上海,0,0
11-19,AT IR Research Scientist 血管机科研合作专员,西门子医疗系统有限公司,上海,0,0
11-19,DX Clinical Application Specialist 临床应用专员,西门子医疗系统有限公司,西宁,0,0
11-19,(ID215955) 知名500强外企 市场专员,上海任仕达人才服务有限公司,上海,72000,120000
11-18,Business Analys(BA),信必优(深圳)信息技术有限公司,广州,240000,300000
11-18,患教专员,恒瑞医药-江苏科信医药销售有限公...,异地招聘,72000,96000
11-18,患教专员（肿瘤产品）,恒瑞医药-江苏科信医药销售有限公...,南通,48000,72000
11-18,患教专员-肿瘤-徐州,恒瑞医药-江苏科信医药销售有限公...,徐州,48000,72000
11-18,临床试验入组策略师 (偏consulting方向),艾昆纬医药科技（上海）有限公司北...,北京,96000,180000
11-18,临床试验入组策略师 (偏consulting方向),艾昆纬医药科技（上海）有限公司,上海,96000,180000
11-18,遗传分析师,杭州中翰金诺医学检验所有限公司,杭州,96000,144000
11-18,生物信息分析科学家,深圳未知君生物科技有限公司,深圳,240000,480000
11-18,CRC,国耀圣康陕西医药有限公司,异地招聘,36000,60000
11-18,CRC,国耀圣康陕西医药有限公司,异地招聘,36000,60000
11-18,CRC,国耀圣康陕西医药有限公司,异地招聘,36000,60000
11-18,CRC,国耀圣康陕西医药有限公司,异地招聘,36000,60000
11-18,CRC,国耀圣康陕西医药有限公司,异地招聘,36000,60000
11-18,CRC,国耀圣康陕西医药有限公司,异地招聘,36000,60000
11-18,CRC,国耀圣康陕西医药有限公司,异地招聘,36000,60000
11-18,实验员（质检员）,南京仁天生物科技有限公司,异地招聘,30000,48000
11-18,控制专员/Controlling Specialist,依必安派特风机（上海）有限公司 ...,上海,0,0
11-18,校园招聘 营销平台专员,美库尔商务信息咨询有限公司,南京,72000,96000
11-18,临床监察员CRA,上海昊海生物科技股份有限公司,上海,120000,180000
11-18,用户关系与满意度研究实习生,NIO蔚来,上海,200,0
11-18,销售业务分析实习生,NIO蔚来,上海,200,0
11-18,临床药代动力学分析专员,上海熙华检测技术服务有限公司,上海,96000,300000
11-18,医学数据分析师,北京预立创投生物医学科技有限公司...,异地招聘,84000,120000
